source,outbreak,original_source,reported_incper
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,11
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,12
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,13
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,13
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,13
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,13
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,13
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,13
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,13
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,13
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,13
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,13
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,13
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,13
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,13
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,13
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,13
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,13
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,13
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,13
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,13
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,13
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,13
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,13
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,13
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,13
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,13
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,13
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,13
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,14
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,14
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,14
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,14
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,14
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,14
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,15
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,15
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,15
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,15
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,15
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,15
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,15
litvinjenko_1972,yugoslavia_1972,litvinjenko_1972,16
mack_1972,euro_1950_1971,mack_1972,8
mack_1972,euro_1950_1971,mack_1972,9
mack_1972,euro_1950_1971,mack_1972,9
mack_1972,euro_1950_1971,mack_1972,9
mack_1972,euro_1950_1971,mack_1972,9
mack_1972,euro_1950_1971,mack_1972,9
mack_1972,euro_1950_1971,mack_1972,9
mack_1972,euro_1950_1971,mack_1972,9
mack_1972,euro_1950_1971,mack_1972,10
mack_1972,euro_1950_1971,mack_1972,10
mack_1972,euro_1950_1971,mack_1972,10
mack_1972,euro_1950_1971,mack_1972,10
mack_1972,euro_1950_1971,mack_1972,10
mack_1972,euro_1950_1971,mack_1972,10
mack_1972,euro_1950_1971,mack_1972,10
mack_1972,euro_1950_1971,mack_1972,10
mack_1972,euro_1950_1971,mack_1972,10
mack_1972,euro_1950_1971,mack_1972,10
mack_1972,euro_1950_1971,mack_1972,10
mack_1972,euro_1950_1971,mack_1972,10
mack_1972,euro_1950_1971,mack_1972,10
mack_1972,euro_1950_1971,mack_1972,10
mack_1972,euro_1950_1971,mack_1972,11
mack_1972,euro_1950_1971,mack_1972,11
mack_1972,euro_1950_1971,mack_1972,11
mack_1972,euro_1950_1971,mack_1972,11
mack_1972,euro_1950_1971,mack_1972,11
mack_1972,euro_1950_1971,mack_1972,11
mack_1972,euro_1950_1971,mack_1972,11
mack_1972,euro_1950_1971,mack_1972,11
mack_1972,euro_1950_1971,mack_1972,11
mack_1972,euro_1950_1971,mack_1972,12
mack_1972,euro_1950_1971,mack_1972,12
mack_1972,euro_1950_1971,mack_1972,12
mack_1972,euro_1950_1971,mack_1972,12
mack_1972,euro_1950_1971,mack_1972,12
mack_1972,euro_1950_1971,mack_1972,12
mack_1972,euro_1950_1971,mack_1972,12
mack_1972,euro_1950_1971,mack_1972,12
mack_1972,euro_1950_1971,mack_1972,12
mack_1972,euro_1950_1971,mack_1972,13
mack_1972,euro_1950_1971,mack_1972,13
mack_1972,euro_1950_1971,mack_1972,13
mack_1972,euro_1950_1971,mack_1972,13
mack_1972,euro_1950_1971,mack_1972,13
mack_1972,euro_1950_1971,mack_1972,13
mack_1972,euro_1950_1971,mack_1972,13
mack_1972,euro_1950_1971,mack_1972,13
mack_1972,euro_1950_1971,mack_1972,14
mack_1972,euro_1950_1971,mack_1972,14
mack_1972,euro_1950_1971,mack_1972,14
mack_1972,euro_1950_1971,mack_1972,14
mack_1972,euro_1950_1971,mack_1972,14
mack_1972,euro_1950_1971,mack_1972,14
mack_1972,euro_1950_1971,mack_1972,15
mack_1972,euro_1950_1971,mack_1972,15
mack_1972,euro_1950_1971,mack_1972,17
mack_1972,euro_1950_1971,mack_1972,17
mack_1972,euro_1950_1971,mack_1972,18
mack_1972,euro_1950_1971,mack_1972,19
